Quality Score,Polymer,Used Sample Range Low (kD),Used Sample Range High (kD),Critical Range Low (kD),Critical Range High (kD),Number of Columns,Temperature (Celsius),Flow Rate (mL/min),Injection Volume,Number_of_Detectors,Solvents_1,Solvents_2,Solvent Ratio_1,Particle diameter (μm)_1,Particle diameter (μm)_2,Pore size (°A)_1,Pore size (°A)_2,BalabanJ,BertzCT,Chi0,Chi1,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,lpc,Kappa1,Kappa2,Kappa3,LabuteASA,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAlphaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumValenceElectrons,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA12,PEOE_VSA14,RingCount,SMR_VSA1,SMR_VSA2,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA11,TPSA,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_OH,fr_Al_OH_noTert,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_aldehyde,fr_allytic_oxid,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_nitrile,fr_nitro,fr_para_hydroxylation,fr_sulfone,fr_unbrch_alkane,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,Stationary Phase_Betasil Si,Stationary Phase_C18,"Stationary Phase_C18, Nucleosil C18",Stationary Phase_Eurospher II NH2,Stationary Phase_Hypersil C18,Stationary Phase_Inertsil WP300 C18,Stationary Phase_Jordi Gel DVB,Stationary Phase_Jupiter C18,Stationary Phase_Kromasil C18,Stationary Phase_LiChrosorb Si,Stationary Phase_LiChrospher Si,Stationary Phase_Luna C18,Stationary Phase_Lunasil C18,Stationary Phase_Lunasil Si,Stationary Phase_Macroporous glass,Stationary Phase_Novapak C18,Stationary Phase_Nucleosil C18,Stationary Phase_Nucleosil C18 AB,Stationary Phase_Nucleosil NH2,Stationary Phase_Nucleosil Si,Stationary Phase_PLgel PS/DVB gel,Stationary Phase_PS/DVB gel Eurogel PRP 100,Stationary Phase_Prontosil C18,Stationary Phase_Resolve Si,Stationary Phase_Si,Stationary Phase_Si 5SIL 20E,Stationary Phase_Si NH2,Stationary Phase_Supelco C18,Stationary Phase_Symmetry C18,"Stationary Phase_Symmetry C18, Nucleosil C18",Stationary Phase_TSKgel ODS-80Ts QA,Stationary Phase_YMC RP,Stationary Phase_YMC-ODSA ,Stationary Phase_μBondapak NH2,Stationary Phase_μStyragel HT,Base Material_PS/DVB,Base Material_Silica,Base Material Modification_NH2,Base Material Modification_No Modifications,Base Material Modification_Unknown,Phase_Reverse
8,Polystyrene,2.5,385.0,2.5,385.0,3.0,7.0,0.6423851251602173,16.28291702270508,2,Tetrahydrofuran,"2,2,4-Trimethylpentane",50.0,5.560432910919189,0,100.0,500,5.472257434691584,66.53842736785714,10.31999095630891,5.916502219436389,10.02113246558623,5.493852488626014,5.478110384011447,1.847970995349284,1.735055234471418,10.02113246558623,5.493852488626014,5.478110384011447,1.847970995349284,1.735055234471418,0.0,0.0,5.41499046939678,19.13166997518723,19.26246486877803,0.0,0.0,34.61868599845312,4.736862953800049,0.0,186.198365452,2.0,-0.04,13,160.131,1554,11.16161290322581,3.930312174817898,6.618363683662851,85.23563727560281,3.875400000000002,58.96299999999999,186.339,0,1,0,1,1554,1,0,1,1,0,1,80,4.736862953800049,0.0,0,0.0,0.0,34.61868599845312,30.5953613843362,13.21376392902584,0.0,0.0,0,0.0,1,4.736862953800049,0.0,11.33289651555817,53.88115086723115,13.21376392902584,0.0,0.0,0.0,0,13.21376392902584,4.736862953800049,11.33289651555817,53.88115086723115,0.0,0.0,0,9.23,4.944444444444445,0.0,0.0,0.5219907407407407,0.8425925925925923,0.0,3.881944444444444,13.39236111111111,0,0,0,0,0,0,0,1554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.229166666666666,0.4442031035703146,7.229166666666666,0.00861995159767754,1.521990740740741,0.08465638810200585,1.521990740740741,-0.4442031035703146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7,Polystyrene,0.3451075553894043,212.7178344726562,0.2042016983032227,224.6798553466797,1.0,33.6,0.5,12.98235321044922,2,Dichloromethane,Acetonitrile,58.0,4.947306156158447,0,100.0,0,4.108527367383008,21.50977500432694,5.414213562373094,2.82842712474619,4.922107214741869,2.327174249224525,1.132744087846969,0.0,0.0,3.41024932270496,1.258129281574828,0.3246220522052001,0.0,0.0,0.0,5.33918526701467,0.0,0.0,6.923737199690624,6.069221312792274,0.0,0.0,28.46377133520352,0.0,124.97990452,1.5,0.06999999999999995,6,120.946,1554,6.070000000000001,4.070000000000002,4.07,48.84255630528777,1.95138,27.86,125.986,0,1,0,0,1554,1,0,3,0,0,0,36,0.0,0.0,0,5.261891554738487,23.20187978046503,0.0,0.0,6.923737199690624,11.40840657980694,0.0,0,0.0,0,0.0,5.261891554738487,0.0,6.923737199690624,5.33918526701467,0.0,6.069221312792274,23.20187978046503,0,5.33918526701467,0.0,11.33111286753076,6.923737199690624,0.0,0.0,0,23.79,0.0,0.0,7.513888888888889,0.0,0.0,1.75,0.0,1.430555555555556,0,0,0,0,0,1,0,1554,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.08333333333333,0.3077907558270286,12.08333333333333,0.155421214147741,1.625000000000001,0.155421214147741,1.625000000000001,-0.3077907558270286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7,Polystyrene,0.58,390.0,0.339510440826416,531.6282348632812,1.0,37.9,0.5,16.41989898681641,2,Dichloromethane,Acetonitrile,57.0,5.433900833129883,0,100.0,0,4.108527367383008,21.50977500432694,5.414213562373094,2.82842712474619,4.922107214741869,2.327174249224525,1.132744087846969,0.0,0.0,3.41024932270496,1.258129281574828,0.3246220522052001,0.0,0.0,0.0,5.33918526701467,0.0,0.0,6.923737199690624,6.069221312792274,0.0,0.0,28.46377133520352,0.0,124.97990452,1.5,0.06999999999999995,6,120.946,1554,6.070000000000001,4.070000000000002,4.07,48.84255630528777,1.95138,27.86,125.986,0,1,0,0,1554,1,0,3,0,0,0,36,0.0,0.0,0,5.261891554738487,23.20187978046503,0.0,0.0,6.923737199690624,11.40840657980694,0.0,0,0.0,0,0.0,5.261891554738487,0.0,6.923737199690624,5.33918526701467,0.0,6.069221312792274,23.20187978046503,0,5.33918526701467,0.0,11.33111286753076,6.923737199690624,0.0,0.0,0,23.79,0.0,0.0,7.513888888888889,0.0,0.0,1.75,0.0,1.430555555555556,0,0,0,0,0,1,0,1554,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.08333333333333,0.3077907558270286,12.08333333333333,0.155421214147741,1.625000000000001,0.155421214147741,1.625000000000001,-0.3077907558270286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8,Polystyrene,0.58,390.0,0.339510440826416,577.3244018554688,1.0,43.1,0.5,21.1488151550293,2,Dichloromethane,Acetonitrile,57.0,5.318553924560547,0,300.0,0,4.108527367383008,21.50977500432694,5.414213562373094,2.82842712474619,4.922107214741869,2.327174249224525,1.132744087846969,0.0,0.0,3.41024932270496,1.258129281574828,0.3246220522052001,0.0,0.0,0.0,5.33918526701467,0.0,0.0,6.923737199690624,6.069221312792274,0.0,0.0,28.46377133520352,0.0,124.97990452,1.5,0.06999999999999995,6,120.946,1554,6.070000000000001,4.070000000000002,4.07,48.84255630528777,1.95138,27.86,125.986,0,1,0,0,1554,1,0,3,0,0,0,36,0.0,0.0,0,5.261891554738487,23.20187978046503,0.0,0.0,6.923737199690624,11.40840657980694,0.0,0,0.0,0,0.0,5.261891554738487,0.0,6.923737199690624,5.33918526701467,0.0,6.069221312792274,23.20187978046503,0,5.33918526701467,0.0,11.33111286753076,6.923737199690624,0.0,0.0,0,23.79,0.0,0.0,7.513888888888889,0.0,0.0,1.75,0.0,1.430555555555556,0,0,0,0,0,1,0,1554,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.08333333333333,0.3077907558270286,12.08333333333333,0.155421214147741,1.625000000000001,0.155421214147741,1.625000000000001,-0.3077907558270286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8,Polystyrene,0.58,390.0,0.3433046340942383,577.3244018554688,1.0,41.0,0.5,21.00502395629883,2,Dichloromethane,Acetonitrile,57.0,5.913535594940186,0,500.0,0,4.108527367383008,21.50977500432694,5.414213562373094,2.82842712474619,4.922107214741869,2.327174249224525,1.132744087846969,0.0,0.0,3.41024932270496,1.258129281574828,0.3246220522052001,0.0,0.0,0.0,5.33918526701467,0.0,0.0,6.923737199690624,6.069221312792274,0.0,0.0,28.46377133520352,0.0,124.97990452,1.5,0.06999999999999995,6,120.946,1554,6.070000000000001,4.070000000000002,4.07,48.84255630528777,1.95138,27.86,125.986,0,1,0,0,1554,1,0,3,0,0,0,36,0.0,0.0,0,5.261891554738487,23.20187978046503,0.0,0.0,6.923737199690624,11.40840657980694,0.0,0,0.0,0,0.0,5.261891554738487,0.0,6.923737199690624,5.33918526701467,0.0,6.069221312792274,23.20187978046503,0,5.33918526701467,0.0,11.33111286753076,6.923737199690624,0.0,0.0,0,23.79,0.0,0.0,7.513888888888889,0.0,0.0,1.75,0.0,1.430555555555556,0,0,0,0,0,1,0,1554,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.08333333333333,0.3077907558270286,12.08333333333333,0.155421214147741,1.625000000000001,0.155421214147741,1.625000000000001,-0.3077907558270286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8,Polystyrene,0.58,390.0,0.3433046340942383,577.3244018554688,1.0,41.5,0.5,21.00502395629883,2,Dichloromethane,Acetonitrile,57.0,5.913535594940186,0,1000.0,0,4.108527367383008,21.50977500432694,5.414213562373094,2.82842712474619,4.922107214741869,2.327174249224525,1.132744087846969,0.0,0.0,3.41024932270496,1.258129281574828,0.3246220522052001,0.0,0.0,0.0,5.33918526701467,0.0,0.0,6.923737199690624,6.069221312792274,0.0,0.0,28.46377133520352,0.0,124.97990452,1.5,0.06999999999999995,6,120.946,1554,6.070000000000001,4.070000000000002,4.07,48.84255630528777,1.95138,27.86,125.986,0,1,0,0,1554,1,0,3,0,0,0,36,0.0,0.0,0,5.261891554738487,23.20187978046503,0.0,0.0,6.923737199690624,11.40840657980694,0.0,0,0.0,0,0.0,5.261891554738487,0.0,6.923737199690624,5.33918526701467,0.0,6.069221312792274,23.20187978046503,0,5.33918526701467,0.0,11.33111286753076,6.923737199690624,0.0,0.0,0,23.79,0.0,0.0,7.513888888888889,0.0,0.0,1.75,0.0,1.430555555555556,0,0,0,0,0,1,0,1554,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.08333333333333,0.3077907558270286,12.08333333333333,0.155421214147741,1.625000000000001,0.155421214147741,1.625000000000001,-0.3077907558270286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9,Polystyrene,1.7,2890.0,1.993685483932495,2825.51220703125,3.0,40.0,0.5,50.0,1,Dichloromethane,Acetonitrile,57.0,5.0,6,100.0,500,4.108527367383008,21.50977500432694,5.414213562373094,2.82842712474619,4.922107214741869,2.327174249224525,1.132744087846969,0.0,0.0,3.41024932270496,1.258129281574828,0.3246220522052001,0.0,0.0,0.0,5.33918526701467,0.0,0.0,6.923737199690624,6.069221312792274,0.0,0.0,28.46377133520352,0.0,124.97990452,1.5,0.06999999999999995,6,120.946,1554,6.070000000000001,4.070000000000002,4.07,48.84255630528777,1.95138,27.86,125.986,0,1,0,0,1554,1,0,3,0,0,0,36,0.0,0.0,0,5.261891554738487,23.20187978046503,0.0,0.0,6.923737199690624,11.40840657980694,0.0,0,0.0,0,0.0,5.261891554738487,0.0,6.923737199690624,5.33918526701467,0.0,6.069221312792274,23.20187978046503,0,5.33918526701467,0.0,11.33111286753076,6.923737199690624,0.0,0.0,0,23.79,0.0,0.0,7.513888888888889,0.0,0.0,1.75,0.0,1.430555555555556,0,0,0,0,0,1,0,1554,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.08333333333333,0.3077907558270286,12.08333333333333,0.155421214147741,1.625000000000001,0.155421214147741,1.625000000000001,-0.3077907558270286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9,Polystyrene,1.8,35.0,1.8,35.0,1.0,25.0,0.5,22.30362510681152,2,Hexane,Tetrahydrofuran,65.4,5.0,0,100.0,0,4.422425648309624,23.60964047443681,8.363961030678928,5.414213562373095,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,0.0,0.0,0.0,13.21376392902584,38.52492973755606,0.0,0.0,13.84747439938125,4.736862953800049,0.0,158.167065324,2.0,-0.04,11,136.109,1554,9.161612903225805,6.410312174817898,4.618363683662851,72.50575304680962,3.383400000000001,49.86899999999999,158.285,0,1,0,1,1554,1,0,1,3,0,1,68,4.736862953800049,0.0,0,0.0,0.0,39.53076089108528,12.84164324585202,13.21376392902584,0.0,0.0,0,0.0,1,4.736862953800049,0.0,0.0,52.3724041369373,13.21376392902584,0.0,0.0,0.0,0,13.21376392902584,4.736862953800049,0.0,52.3724041369373,0.0,0.0,0,9.23,4.944444444444445,0.0,0.0,0.0,0.0,0.0,8.091944444444444,6.463611111111111,0,0,0,0,0,0,0,1554,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7.17625,0.4468317665608418,7.17625,-0.00694053240252674,2.355,0.1002168721022101,2.355,-0.4468317665608418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
10,Polystyrene,15.0,23.0,15.0,23.0,1.0,25.0,0.5,20.0,2,Hexane,Tetrahydrofuran,55.0,5.0,0,100.0,0,4.422425648309624,23.60964047443681,8.363961030678928,5.414213562373095,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,0.0,0.0,0.0,13.21376392902584,38.52492973755606,0.0,0.0,13.84747439938125,4.736862953800049,0.0,158.167065324,2.0,-0.04,11,136.109,1554,9.161612903225805,6.410312174817898,4.618363683662851,72.50575304680962,3.383400000000001,49.86899999999999,158.285,0,1,0,1,1554,1,0,1,3,0,1,68,4.736862953800049,0.0,0,0.0,0.0,39.53076089108528,12.84164324585202,13.21376392902584,0.0,0.0,0,0.0,1,4.736862953800049,0.0,0.0,52.3724041369373,13.21376392902584,0.0,0.0,0.0,0,13.21376392902584,4.736862953800049,0.0,52.3724041369373,0.0,0.0,0,9.23,4.944444444444445,0.0,0.0,0.0,0.0,0.0,8.091944444444444,6.463611111111111,0,0,0,0,0,0,0,1554,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7.17625,0.4468317665608418,7.17625,-0.00694053240252674,2.355,0.1002168721022101,2.355,-0.4468317665608418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10,Polystyrene,1.8,24.0,1.8,24.0,1.0,25.0,0.5,20.0,2,Hexane,Tetrahydrofuran,55.0,5.0,0,100.0,0,4.422425648309624,23.60964047443681,8.363961030678928,5.414213562373095,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,0.0,0.0,0.0,13.21376392902584,38.52492973755606,0.0,0.0,13.84747439938125,4.736862953800049,0.0,158.167065324,2.0,-0.04,11,136.109,1554,9.161612903225805,6.410312174817898,4.618363683662851,72.50575304680962,3.383400000000001,49.86899999999999,158.285,0,1,0,1,1554,1,0,1,3,0,1,68,4.736862953800049,0.0,0,0.0,0.0,39.53076089108528,12.84164324585202,13.21376392902584,0.0,0.0,0,0.0,1,4.736862953800049,0.0,0.0,52.3724041369373,13.21376392902584,0.0,0.0,0.0,0,13.21376392902584,4.736862953800049,0.0,52.3724041369373,0.0,0.0,0,9.23,4.944444444444445,0.0,0.0,0.0,0.0,0.0,8.091944444444444,6.463611111111111,0,0,0,0,0,0,0,1554,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7.17625,0.4468317665608418,7.17625,-0.00694053240252674,2.355,0.1002168721022101,2.355,-0.4468317665608418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9,Polystyrene,3.5,3220.0,3.5,135.0,1.0,3.0,1.0,20.0,1,Tetrahydrofuran,Hexane,50.0,5.0,0,100.0,0,4.422425648309624,23.60964047443681,8.363961030678928,5.414213562373095,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,0.0,0.0,0.0,13.21376392902584,38.52492973755606,0.0,0.0,13.84747439938125,4.736862953800049,0.0,158.167065324,2.0,-0.04,11,136.109,1554,9.161612903225805,6.410312174817898,4.618363683662851,72.50575304680962,3.383400000000001,49.86899999999999,158.285,0,1,0,1,1554,1,0,1,3,0,1,68,4.736862953800049,0.0,0,0.0,0.0,39.53076089108528,12.84164324585202,13.21376392902584,0.0,0.0,0,0.0,1,4.736862953800049,0.0,0.0,52.3724041369373,13.21376392902584,0.0,0.0,0.0,0,13.21376392902584,4.736862953800049,0.0,52.3724041369373,0.0,0.0,0,9.23,4.944444444444445,0.0,0.0,0.0,0.0,0.0,8.091944444444444,6.463611111111111,0,0,0,0,0,0,0,1554,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7.17625,0.4468317665608418,7.17625,-0.00694053240252674,2.355,0.1002168721022101,2.355,-0.4468317665608418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7,Polystyrene,3.5,3220.0,3.5,135.0,1.0,13.0,1.0,20.0,1,Hexane,Tetrahydrofuran,51.0,5.0,0,100.0,0,4.422425648309624,23.60964047443681,8.363961030678928,5.414213562373095,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,0.0,0.0,0.0,13.21376392902584,38.52492973755606,0.0,0.0,13.84747439938125,4.736862953800049,0.0,158.167065324,2.0,-0.04,11,136.109,1554,9.161612903225805,6.410312174817898,4.618363683662851,72.50575304680962,3.383400000000001,49.86899999999999,158.285,0,1,0,1,1554,1,0,1,3,0,1,68,4.736862953800049,0.0,0,0.0,0.0,39.53076089108528,12.84164324585202,13.21376392902584,0.0,0.0,0,0.0,1,4.736862953800049,0.0,0.0,52.3724041369373,13.21376392902584,0.0,0.0,0.0,0,13.21376392902584,4.736862953800049,0.0,52.3724041369373,0.0,0.0,0,9.23,4.944444444444445,0.0,0.0,0.0,0.0,0.0,8.091944444444444,6.463611111111111,0,0,0,0,0,0,0,1554,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7.17625,0.4468317665608418,7.17625,-0.00694053240252674,2.355,0.1002168721022101,2.355,-0.4468317665608418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10,Polystyrene,3.5,3220.0,3.5,135.0,1.0,23.0,1.0,20.0,1,Hexane,Tetrahydrofuran,52.0,5.0,0,100.0,0,4.422425648309624,23.60964047443681,8.363961030678928,5.414213562373095,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,0.0,0.0,0.0,13.21376392902584,38.52492973755606,0.0,0.0,13.84747439938125,4.736862953800049,0.0,158.167065324,2.0,-0.04,11,136.109,1554,9.161612903225805,6.410312174817898,4.618363683662851,72.50575304680962,3.383400000000001,49.86899999999999,158.285,0,1,0,1,1554,1,0,1,3,0,1,68,4.736862953800049,0.0,0,0.0,0.0,39.53076089108528,12.84164324585202,13.21376392902584,0.0,0.0,0,0.0,1,4.736862953800049,0.0,0.0,52.3724041369373,13.21376392902584,0.0,0.0,0.0,0,13.21376392902584,4.736862953800049,0.0,52.3724041369373,0.0,0.0,0,9.23,4.944444444444445,0.0,0.0,0.0,0.0,0.0,8.091944444444444,6.463611111111111,0,0,0,0,0,0,0,1554,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7.17625,0.4468317665608418,7.17625,-0.00694053240252674,2.355,0.1002168721022101,2.355,-0.4468317665608418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7,Polystyrene,3.5,3220.0,3.5,135.0,1.0,36.0,1.0,20.0,1,Hexane,Tetrahydrofuran,53.0,5.0,0,100.0,0,4.422425648309624,23.60964047443681,8.363961030678928,5.414213562373095,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,0.0,0.0,0.0,13.21376392902584,38.52492973755606,0.0,0.0,13.84747439938125,4.736862953800049,0.0,158.167065324,2.0,-0.04,11,136.109,1554,9.161612903225805,6.410312174817898,4.618363683662851,72.50575304680962,3.383400000000001,49.86899999999999,158.285,0,1,0,1,1554,1,0,1,3,0,1,68,4.736862953800049,0.0,0,0.0,0.0,39.53076089108528,12.84164324585202,13.21376392902584,0.0,0.0,0,0.0,1,4.736862953800049,0.0,0.0,52.3724041369373,13.21376392902584,0.0,0.0,0.0,0,13.21376392902584,4.736862953800049,0.0,52.3724041369373,0.0,0.0,0,9.23,4.944444444444445,0.0,0.0,0.0,0.0,0.0,8.091944444444444,6.463611111111111,0,0,0,0,0,0,0,1554,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7.17625,0.4468317665608418,7.17625,-0.00694053240252674,2.355,0.1002168721022101,2.355,-0.4468317665608418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7,Polystyrene,3.5,3220.0,3.5,135.0,1.0,54.0,1.0,20.0,1,Hexane,Tetrahydrofuran,54.0,5.0,0,100.0,0,4.422425648309624,23.60964047443681,8.363961030678928,5.414213562373095,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,0.0,0.0,0.0,13.21376392902584,38.52492973755606,0.0,0.0,13.84747439938125,4.736862953800049,0.0,158.167065324,2.0,-0.04,11,136.109,1554,9.161612903225805,6.410312174817898,4.618363683662851,72.50575304680962,3.383400000000001,49.86899999999999,158.285,0,1,0,1,1554,1,0,1,3,0,1,68,4.736862953800049,0.0,0,0.0,0.0,39.53076089108528,12.84164324585202,13.21376392902584,0.0,0.0,0,0.0,1,4.736862953800049,0.0,0.0,52.3724041369373,13.21376392902584,0.0,0.0,0.0,0,13.21376392902584,4.736862953800049,0.0,52.3724041369373,0.0,0.0,0,9.23,4.944444444444445,0.0,0.0,0.0,0.0,0.0,8.091944444444444,6.463611111111111,0,0,0,0,0,0,0,1554,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7.17625,0.4468317665608418,7.17625,-0.00694053240252674,2.355,0.1002168721022101,2.355,-0.4468317665608418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7,Polystyrene,3.5,3220.0,3.5,135.0,1.0,75.0,1.0,20.0,1,Hexane,Tetrahydrofuran,55.0,5.0,0,100.0,0,4.422425648309624,23.60964047443681,8.363961030678928,5.414213562373095,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,8.065102539956243,4.99156383156272,3.026585998068889,1.784457050376173,1.010310363079828,0.0,0.0,0.0,13.21376392902584,38.52492973755606,0.0,0.0,13.84747439938125,4.736862953800049,0.0,158.167065324,2.0,-0.04,11,136.109,1554,9.161612903225805,6.410312174817898,4.618363683662851,72.50575304680962,3.383400000000001,49.86899999999999,158.285,0,1,0,1,1554,1,0,1,3,0,1,68,4.736862953800049,0.0,0,0.0,0.0,39.53076089108528,12.84164324585202,13.21376392902584,0.0,0.0,0,0.0,1,4.736862953800049,0.0,0.0,52.3724041369373,13.21376392902584,0.0,0.0,0.0,0,13.21376392902584,4.736862953800049,0.0,52.3724041369373,0.0,0.0,0,9.23,4.944444444444445,0.0,0.0,0.0,0.0,0.0,8.091944444444444,6.463611111111111,0,0,0,0,0,0,0,1554,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7.17625,0.4468317665608418,7.17625,-0.00694053240252674,2.355,0.1002168721022101,2.355,-0.4468317665608418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
